Wavelength (nm),Power Meter Range (mW),Front Panel Bias,Bias (V),Command (V),Power (mW),Photons Per Pulse (#)
880,5500,41.194545599999984,0.9773999999999997,0,6.039005217243439,334422942.81783265
880,5500,28.55134559999999,0.6773999999999998,0,0.7836539028255718,43396525.57101661
880,5500,15.908145599999994,0.37739999999999985,0,11.072985372710987,613190454.5383254
880,5500,49.62334559999998,1.1773999999999996,0,17.466184444520167,967227646.2118554
880,5500,32.76574559999999,0.7773999999999998,0,0.05312907815465273,2942137.3266817234
880,5500,58.05214559999999,1.3773999999999997,0,33.57314997507728,1859185612.6023927
880,5500,11.693745599999994,0.27739999999999987,0,18.320677118291137,1014547021.5557975
880,5500,3.2649455999999963,0.07739999999999991,0,36.464257312411725,2019286918.8560975
880,5500,36.980145599999986,0.8773999999999997,0,3.174462419920239,175792705.2791864
880,5500,62.26654559999998,1.4773999999999996,0,44.38934480764387,2458155736.9648705
880,5500,53.837745599999984,1.2773999999999996,0,23.695568859037465,1312193247.8142557
880,5500,45.40894559999999,1.0773999999999997,0,10.302613739403453,570529463.2978373
880,5500,24.33694559999999,0.5773999999999998,0,3.426825541164204,189767857.58144316
880,5500,7.479345599999995,0.1773999999999999,0,27.746661069131626,1536531219.0181434
880,5500,20.12254559999999,0.4773999999999998,0,6.840368812787494,378800180.8310912
860,5500,29.057073599999995,0.6893999999999999,0,2.173864781287712,117646487.46561751
860,5500,12.1994736,0.2894,0,28.220395349520658,1527247884.2016556
860,5500,45.91467359999999,1.0894,0,8.673322009227295,469387920.45721775
860,5500,50.12907359999999,1.1893999999999998,0,15.035529118705401,813701571.1505704
860,5500,62.77227359999999,1.4893999999999998,0,43.05669042982309,2330167190.970624
860,5500,20.628273599999996,0.48939999999999995,0,14.282867178125233,772968571.4164011
860,5500,54.34347359999998,1.2893999999999997,0,20.503396746078494,1109614833.9370227
860,5500,66.98667359999999,1.5893999999999997,0,53.912732073758896,2917680811.03717
860,5500,33.27147359999999,0.7893999999999999,0,1.6470014228854701,89133387.65190886
860,5500,7.985073600000001,0.1894,0,44.14140910940019,2388870631.7913513
860,5500,24.842673599999998,0.5893999999999999,0,7.420361249346957,401579456.1953077
860,5500,37.48587359999999,0.8893999999999999,0,1.7621144255742642,95363140.55306892
860,5500,41.70027359999999,0.9893999999999998,0,3.0195026086272314,163411210.69537562
860,5500,16.4138736,0.38939999999999997,0,21.366744266230416,1156337980.6949637
860,5500,58.557873599999986,1.3893999999999997,0,28.986339559745453,1568699701.5838737
770,5500,37.65444959999998,0.8933999999999995,0,31.16020434154526,1509868099.5226138
770,5500,62.94084959999997,1.4933999999999994,0,4.378721524831221,212171007.43530673
770,5500,41.868849599999976,0.9933999999999995,0,21.194074762188023,1026959163.4115101
770,5500,79.79844959999997,1.8933999999999993,0,42.12693156176394,2041261007.1069083
770,5500,67.15524959999998,1.5933999999999995,0,7.849821297792802,380363191.2865305
770,5500,75.58404959999996,1.7933999999999992,0,24.89540054095381,1206306951.3157153
770,5500,46.083249599999974,1.0933999999999995,0,14.535230299383132,704304769.8821602
770,5500,84.01284959999997,1.9933999999999994,0,51.960238450183056,2517734018.0314484
770,5500,88.22724959999995,2.093399999999999,0,69.14306782934871,3350328235.1544676
770,5500,50.29764959999998,1.1933999999999996,0,8.845991513246949,428632631.80503887
770,5500,29.22564959999998,0.6933999999999996,0,78.5867614871741,3807922532.0122614
770,5500,33.44004959999998,0.7933999999999996,0,59.47800301600207,2882007396.1272964
770,5500,71.36964959999997,1.6933999999999994,0,11.989461970943912,580949532.9987947
770,5500,54.512049599999976,1.2933999999999994,0,2.9752283768326233,144164729.01574212
770,5500,58.72644959999997,1.3933999999999993,0,-0.11954042585353086,-5792332.862174161
990,5500,2.590641600000005,0.06140000000000012,0,1.4477673797995276,90194897.42639703
990,5500,-14.266958399999991,-0.3385999999999998,0,8.093329572677096,504208784.38821876
990,5500,-22.69575839999999,-0.5385999999999997,0,14.340423679446399,893398387.65938
990,5500,23.662641599999994,0.5613999999999999,0,4.688641147408699,292099071.48085487
990,5500,19.4482416,0.46140000000000003,0,3.714608047856883,231417489.11493868
990,5500,15.233841600000002,0.36140000000000005,0,1.2308236439813918,76679454.08070871
990,5500,36.305841599999994,0.8613999999999999,0,12.799680412853949,797411157.3696902
990,5500,-5.838158399999993,-0.13859999999999983,0,3.4622449266164477,215695442.77511972
990,5500,27.8770416,0.6614,0,7.119296473121015,443527202.02203685
990,5500,-18.48135839999999,-0.43859999999999977,0,10.949017523660377,682116150.8716385
990,5500,11.019441600000002,0.2614000000000001,0,0.8854846359621398,55165074.878475845
990,5500,32.0914416,0.7614000000000001,0,10.360170240741152,645431376.0771778
990,5500,-10.052558399999992,-0.2385999999999998,0,5.073826964051662,316095879.05295646
990,5500,6.805041600000004,0.1614000000000001,0,1.3680737625711838,85230040.68784809
990,5500,-1.623758399999994,-0.03859999999999986,0,1.779824118281482,110881800.50558574
760,5500,77.94411359999997,1.8493999999999993,0,32.56369748993473,1557382502.922662
760,5500,44.22891359999998,1.0493999999999994,0,17.599007139958886,841685309.1407926
760,5500,65.30091359999997,1.5493999999999994,0,2.076461471324281,99308279.24049616
760,5500,82.15851359999996,1.9493999999999994,0,40.81641430010399,1952074683.2472708
760,5500,31.585713599999984,0.7493999999999996,0,69.89572977130958,3342814083.3360357
760,5500,56.87211359999998,1.3493999999999995,0,0.14610496492962532,6987576.151076194
760,5500,90.58731359999996,2.149399999999999,0,72.34409479337295,3459908920.226347
760,5500,69.51531359999998,1.6493999999999995,0,6.583578268355881,314864416.2699436
760,5500,73.72971359999997,1.7493999999999994,0,12.095720127251896,578486607.4331455
760,5500,61.08651359999997,1.4493999999999994,0,-1.0935735254154597,-52300948.76872969
