Wavelength (nm),Power Meter Range (mW),Front Panel Bias,Bias (V),Command (V),Power (mW),Photons Per Pulse (#)
1000,550,27.624177600000053,0.6554000000000013,0,5.168573820649038,325251052.6254366
1000,550,-8.198222399999976,-0.19459999999999944,0,1.9856992962068447,124957252.94831195
1000,550,6.552177600000037,0.15540000000000087,0,0.3090341379700114,19447081.95331894
1000,550,33.945777600000056,0.8054000000000014,0,7.9547512299943595,500581262.9767676
1000,550,-18.734222399999986,-0.44459999999999966,0,5.788855808454015,364284522.29402554
1000,550,-20.84142239999999,-0.4945999999999997,0,6.692492880097645,421149127.29768413
1000,550,-3.9838223999999722,-0.09459999999999935,0,1.1697252041612287,73609155.47263448
1000,550,4.444977600000035,0.10540000000000083,0,0.28601153743245994,17998302.20887616
1000,550,31.838577600000058,0.7554000000000014,0,6.742080019744224,424269575.9797364
1000,550,21.30257760000005,0.5054000000000012,0,2.5741038368126996,161984719.87488642
1000,550,8.659377600000038,0.20540000000000092,0,0.4772762188198634,30034318.54723038
1000,550,23.40977760000005,0.5554000000000012,0,3.2360036022291507,203637137.52521536
1000,550,2.3377776000000328,0.05540000000000078,0,0.6180682759466671,38894163.907056
1000,550,0.23057760000003108,0.0054000000000007375,0,0.6282513492558696,39534970.332137525
1000,550,12.873777600000041,0.305400000000001,0,0.8903548015109541,56028770.49847084
1000,550,-12.412622399999979,-0.29459999999999953,0,3.534411924577921,222415551.9048982
1000,550,25.516977600000054,0.6054000000000013,0,4.020100247485221,252979232.28465244
1000,550,-16.627022399999984,-0.3945999999999996,0,5.231443229835064,329207335.7753456
1000,550,17.088177600000044,0.4054000000000011,0,1.6261925340018233,102334000.01807472
1000,550,10.76657760000004,0.25540000000000096,0,0.7141433589485844,44940033.2245471
1000,550,-25.05582239999999,-0.5945999999999998,0,9.253757193065091,582325874.0661027
1000,550,29.731377600000055,0.7054000000000014,0,5.621499212169138,353753007.99350405
1000,550,-1.8766223999999707,-0.04459999999999931,0,1.1006574025566982,69262816.23981735
1000,550,36.05297760000006,0.8554000000000015,0,8.637017143015774,543515293.5393423
1000,550,-6.091022399999974,-0.1445999999999994,0,1.866158870349608,117434742.73746295
1000,550,-10.305422399999978,-0.24459999999999948,0,3.1797753278380814,200098771.61082265
1000,550,-14.519822399999981,-0.3445999999999996,0,4.399973156399597,276884098.07077605
1000,550,19.195377600000047,0.45540000000000114,0,2.139773622864635,134652932.7754618
1000,550,-22.948622399999987,-0.5445999999999998,0,8.24474744866042,518830315.54939544
1000,550,14.980977600000044,0.35540000000000105,0,1.326898727047257,83499863.34243315
980,550,7.057905600000037,0.16740000000000088,0,0.47284879563099436,29160592.91622762
980,550,-9.799694399999977,-0.23259999999999947,0,6.348924841147086,391538298.20240283
980,550,17.593905600000046,0.4174000000000011,0,0.8235007114857781,50785302.26943974
980,550,-5.585294399999974,-0.13259999999999939,0,4.167533439415199,257011854.98290113
980,550,4.950705600000036,0.11740000000000084,0,0.9067362672700523,55918440.348267235
980,550,11.27230560000004,0.26740000000000097,0,0.2226993859674393,13733874.754242217
980,550,19.701105600000048,0.46740000000000115,0,1.2330373556231509,76041433.77344713
980,550,-16.121294399999982,-0.3825999999999996,0,10.678944718356327,658570694.4464847
980,550,30.237105600000056,0.7174000000000014,0,5.227458549032823,322377453.72996396
