750,47196441.0171557,18773719966.1744,5.16347048575392,4.66007454392711,18914196469.4917
760,47825726.8973845,19931018437.3146,5.14207669957924,4.63465535526671,19983099529.0543
770,48455012.7776132,20357573128.7099,5.06599052549829,4.63421853146815,20435117969.1685
780,49084298.6578419,20682024914.5363,4.99143640291248,4.62911652645202,20782996938.3333
790,49713584.5380707,21370606754.4826,4.94874009183444,4.59929769864762,21408341355.3519
800,50342870.4182994,21607048313.2255,4.86984803608687,4.61979063629531,21656489144.1202
810,50972156.2985282,21749704601.2599,4.74792283597092,4.66405306608589,21592724756.2064
820,51601442.1787569,21118085252.3204,4.68166793376046,4.67247317652579,21230719120.9724
830,52230728.0589856,20200360697.8646,4.63806495634502,4.66184124662485,20371460260.0075
840,52860013.9392144,19380481249.1921,4.54711934187648,4.68173496489885,19383174964.3983
850,53489299.8194431,18632780986.3034,4.55305609722708,4.64194180765607,18652093032.0007
860,54118585.6996719,18897566287.2974,4.50623227470698,4.6514396960487,18976975598.6811
870,54747871.5799006,18217046619.5516,4.45529762680155,4.6416593330822,18205578078.7463
880,55377157.4601294,16958232238.0594,4.38327999615373,4.65604035856926,16957466899.8463
890,56006443.3403581,15407415582.8218,4.35868400411562,4.63417969341166,15431247775.5432
900,56635729.2205869,14731500523.8435,4.30823993433852,4.60849257950306,14804730598.9947
910,57265015.1008156,14304008672.503,4.23455825405343,4.62123741376878,14427554629.0587
920,57894300.9810443,13352587136.2287,4.20331009464549,4.61876273845198,13376953880.1619
930,58523586.8612731,12539244600.1722,4.1274369917746,4.65434395964564,12499364696.9742
940,59152872.7415018,11808764986.709,4.116762059908,4.63493272017554,11809231082.9689
950,59782158.6217306,11126108734.4685,4.0657970393269,4.64040683242265,11126116213.058
960,60411444.5019593,10360848399.3157,4.00912542682488,4.65959118052521,10457630753.3954
970,61040730.3821881,9653380348.18374,3.97113022103941,4.65636917816709,9672110067.70367
980,61670016.2624168,8778527612.09117,3.96803538725246,4.62517667943681,8803412693.17929
990,62299302.1426456,7808858871.55501,3.89771217668348,4.63728300279081,7887044242.33249
1000,62928588.0228743,6340206142.33218,3.87080863457722,4.62681659018863,6353702784.25833
1010,63557873.903103,5859037758.53032,3.83223158073534,4.61732524622991,5883711783.26677
1020,64187159.7833318,5454101092.28088,3.77412295255052,4.61387266698706,5458630054.04524
1030,64816445.6635605,4922921399.68029,3.72865246619066,4.60692286024062,4937245491.82844
1040,65445731.5437893,4548985749.41799,3.69700038702569,4.61751537699303,4515211282.0644
1050,66075017.424018,4018599382.83488,3.62690518923215,4.62607537720703,3930806610.98101
1060,66704303.3042467,2889394590.95171,3.41999712619626,4.74850969174213,2879783817.17507
1070,67333589.1844755,2515910572.5509,3.57404660873282,4.62180081413786,2541540611.44641
1080,67962875.0647042,2159898794.76037,3.54344877460301,4.66634873000915,2185008599.60862
