Wavelength (nm),Power Meter Range (mW),Front Panel Bias,Bias (V),Command (V),Power (mW),Photons Per Pulse (#)
950,550,31.278062400000046,0.7421000000000011,0,9.794345565358475,585527120.1843036
950,550,-2.437137599999984,-0.05789999999999962,0,6.702675953760759,400700437.0577849
950,550,-4.544337599999985,-0.10789999999999966,0,8.165939316643078,488177479.5229826
950,550,12.31326240000003,0.2921000000000007,0,0.4387576371560639,26229878.660959516
950,550,33.385262400000045,0.7921000000000011,0,10.867552947095497,649685774.1133184
950,550,20.742062400000037,0.49210000000000087,0,1.7359926288661867,103781386.7050334
950,550,-12.973137599999992,-0.30789999999999984,0,19.00117212310492,1135931085.8622632
950,550,-15.080337599999995,-0.3578999999999999,0,21.576604218010008,1289895975.8793752
950,550,29.170862400000043,0.692100000000001,0,7.185707823228731,429577124.8976702
950,550,3.8844624000000216,0.09210000000000051,0,3.0527082826159666,182497490.7772184
950,550,37.59966240000005,0.8921000000000012,0,15.569033644569027,930750438.9266855
950,550,24.95646240000004,0.592100000000001,0,3.904101760243405,233395630.70624873
950,550,1.7772624000000197,0.04210000000000047,0,4.401744125775421,263145765.53937697
950,550,18.634862400000035,0.4421000000000008,0,1.116153383681689,66726058.629440024
950,550,35.49246240000005,0.8421000000000012,0,12.502600333298863,747432436.3093741
950,550,-6.651537599999988,-0.1578999999999997,0,11.884974797291555,710509448.5469538
950,550,27.06366240000004,0.642100000000001,0,5.044163229435231,301550966.2959977
950,550,5.991662400000023,0.14210000000000056,0,2.221238209385703,132790414.97014487
950,550,46.02846240000006,1.0921000000000014,0,27.088746175856652,1619423720.7488596
950,550,16.527662400000033,0.3921000000000008,0,0.8881410899179533,53094991.51595175
950,550,8.098862400000025,0.1921000000000006,0,1.4393552758159516,86047765.41185395
950,550,-8.75873759999999,-0.20789999999999975,0,13.954795143395858,834247776.7962465
950,550,-10.865937599999992,-0.2578999999999998,0,17.559160379551027,1049724511.0747261
950,550,39.706862400000055,0.9421000000000013,0,17.300156121283507,1034240677.4232737
950,550,41.814062400000054,0.9921000000000013,0,20.480374224360045,1224360980.5130942
950,550,10.206062400000027,0.24210000000000065,0,1.3233567885001454,79113125.44325963
950,550,-0.329937599999982,-0.007899999999999574,0,6.897039831576691,412319929.2317116
950,550,14.42046240000003,0.34210000000000074,0,0.4529253913294979,27076857.588269435
950,550,43.92126240000005,1.0421000000000014,0,21.897149660914597,1309058874.3925698
950,550,22.849262400000036,0.5421000000000009,0,2.0485687053648562,122467859.29163505
760,550,62.970350400000044,1.494100000000001,0,4.091824503091737,195694481.19689125
760,550,84.04235040000006,1.9941000000000015,0,58.43047675125114,2794480023.5893087
760,550,44.005550400000025,1.0441000000000007,0,23.00887563635064,1100416202.3999887
760,550,58.75595040000004,1.394100000000001,0,1.0785202866535197,51581016.68278003
760,550,79.82795040000006,1.8941000000000014,0,37.42987882838171,1790111162.6483757
760,550,46.11275040000003,1.0941000000000007,0,19.125582714648893,914694895.6641347
760,550,67.18475040000004,1.5941000000000012,0,5.5209967061117124,264045680.6678579
760,550,73.50635040000006,1.7441000000000013,0,15.282579362231935,730900466.8657084
760,550,33.46955040000002,0.7941000000000005,0,70.69444060903676,3381013009.731157
760,550,60.863150400000045,1.444100000000001,0,1.2135566936328952,58039231.004179694
760,550,81.93515040000005,1.9441000000000015,0,37.749538796116084,1805399132.965267
760,550,69.29195040000005,1.6441000000000012,0,5.743253349867002,274675266.2132276
760,550,88.25675040000007,2.094100000000002,0,62.57321710703492,2992609592.451797
760,550,75.61355040000005,1.7941000000000014,0,16.17736159300923,773694077.4674957
760,550,31.362350400000018,0.7441000000000004,0,90.43632474802172,4325182969.002057
760,550,77.72075040000006,1.8441000000000014,0,21.481857359360408,1027385443.3173392
760,550,50.327150400000036,1.1941000000000008,0,15.873197618424733,759147214.2869946
760,550,71.39915040000005,1.6941000000000013,0,7.0674956241222295,338008115.5677294
760,550,39.79115040000002,0.9441000000000006,0,51.84468413152587,2479509704.3555174
760,550,54.541550400000034,1.294100000000001,0,8.241648252913173,394162818.528131
760,550,65.07755040000005,1.5441000000000011,0,1.3946383016970592,66699590.53759562
760,550,37.68395040000002,0.8941000000000006,0,60.51667878990636,2894254152.5427995
760,550,90.36395040000006,2.1441000000000017,0,67.1299216607279,3210537299.9887853
760,550,56.64875040000004,1.344100000000001,0,6.159873871402106,294600445.4960114
760,550,48.21995040000003,1.1441000000000008,0,22.345204891554147,1068675666.6095679
760,550,52.434350400000035,1.2441000000000009,0,12.410067188185332,593520484.1203434
760,550,86.14955040000007,2.0441000000000016,0,46.39895320307084,2219063664.2145877
760,550,92.47115040000006,2.1941000000000015,0,74.16996839453815,3547232652.424817
760,550,35.57675040000002,0.8441000000000005,0,74.49095663260927,3562584148.2360797
760,550,41.89835040000003,0.9941000000000006,0,47.319857288438726,2263106571.5000777
880,550,48.38852640000007,1.1481000000000017,0,11.815021510729192,654282306.594466
880,550,35.74532640000006,0.8481000000000014,0,1.0802912559196955,59823458.98186589
880,550,52.60292640000007,1.2481000000000018,0,18.542491076979715,1026830448.0729494
880,550,50.49572640000007,1.1981000000000017,0,15.41053189346199,853391451.2085901
880,550,2.0301264000000296,0.0481000000000007,0,50.78520168250295,2812340110.216393
880,550,33.638126400000054,0.7981000000000014,0,1.1015428871884092,61000313.91291805
880,550,54.71012640000007,1.2981000000000018,0,24.262279160728248,1343576053.4252636
880,550,58.924526400000076,1.398100000000002,0,35.4499351040998,1963116638.211102
880,550,29.423726400000053,0.6981000000000013,0,1.6841917776569337,93265753.2643632
