Wavelength (nm),Power Meter Range (mW),Front Panel Bias,Bias (V),Command (V),Power (mW),Photons Per Pulse (#)
950,550,13.545784221107978,0.3213454874029038,0,0.5897327675853199,35255497.85621776
760,550,61.55154731913616,1.4604343991822362,0,1.828083030990021,87429399.78587154
880,550,32.816620243100836,0.7786071621844352,0,0.9439266219744956,52271973.175889656
920,550,24.26624525250206,0.5757224101296047,0,0.6419763611193572,37166772.673359685
970,550,10.471284997087821,0.24839324689369358,0,0.6003585832271027,36646326.41139798
960,550,12.900075875116933,0.3060240099448779,0,0.5211077082993361,31480869.39946855
1080,550,-13.83561527223645,-0.32836501690006764,0,0.2612179676325411,17753124.098866343
1010,550,4.854008566629576,0.11510555634561445,0,0.32497286141800735,20654584.14793629
770,550,62.404452567002004,1.4806722799687264,0,1.874128232069076,90810907.4317927
790,550,60.361891433176865,1.4322060419793297,0,1.3782568359134144,68518087.72735536
1060,550,-5.3849035448782345,-0.1278450917064881,0,0.0504726242573703,3366741.2370249094
990,550,9.360708313473882,0.22204129445410692,0,0.20366146628637233,12687967.22298893
1030,550,2.4301885614884524,0.057592743011779905,0,0.2563478021237062,16615553.38732437
900,550,31.150579010724098,0.7390750524564375,0,0.8881410899282141,50300518.2788512
850,550,42.12366772348661,0.9994463677744546,0,0.9700484187584463,51887210.710347265
1000,550,6.137245848159999,0.14555442881928624,0,0.42857456385487763,26969592.165906623
910,550,28.20151232695972,0.6690990965964246,0,0.40112454012064497,22970402.847316448
1040,550,-1.7681315327736193,-0.04202571024994351,0,0.29619461076997944,19384672.981169224
840,550,44.40962526241323,1.0536879570618174,0,1.0462000974264836,55302151.73317137
980,550,11.728408704292642,0.27822249203427873,0,0.13680737625395178,8436913.11839978
890,550,32.136420476905855,0.762467266441388,0,0.769043406368784,43071385.9650693
820,550,50.24777838945546,1.192216647433928,0,1.0342460548434071,53368587.997609526
870,550,37.13325603208663,0.8810330303741132,0,1.221526055386502,66875951.6118028
1050,550,-3.66567032420201,-0.08705083343303935,0,0.1859517735776738,12286766.679171849
860,550,39.040074532938405,0.926278344080733,0,1.2246252516046277,66274986.62894729
940,550,19.941650867474475,0.4731076990194209,0,0.324972861433633,19223078.316825397
780,550,60.749300628614506,1.4413985532605949,0,1.24897607907656,61305114.88189429
750,550,67.86380436170705,1.6102127078992752,0,1.7036724396787046,80407275.81184976
1070,550,-8.255597280436241,-0.19596140092151296,0,0.04117503559224639,2772462.931224475
830,550,46.49863786600735,1.1032564034265222,0,1.2055873319203652,62968704.08489067
800,550,55.36076100848986,1.313538368652474,0,1.1931905470376638,60068637.09385692
810,550,53.09392796099272,1.2597505685505108,0,0.994399246242302,50686673.802601226
1020,550,3.7389733136011882,0.0886478102126326,0,0.32807205765394354,21058013.585080102
930,550,22.586260120253783,0.5358594371738274,0,0.45336813364906403,26532729.349744264
